origin,destination,demographic_o,demographic_d,population_o,population_d,flow
53001950300,53001950100,,0.6654,,2606.0,317.0
53001950300,53001950300,,,,,1772.0
53001950300,53001950400,,0.9548,,3144.0,10770.0
53001950300,53001950500,,0.9399,,5660.0,10214.0
53001950300,53005011700,,,,,105.0
53001950300,53007960802,,,,,211.0
53001950300,53021020601,,,,,105.0
53001950300,53021020700,,0.6489,,1318.0,105.0
53001950300,53025010100,,0.7514,,3817.0,105.0
53001950300,53025011300,,0.9043,,3510.0,105.0
53001950300,53031950601,,,,,423.0
53001950300,53033021903,,0.5848,,6409.0,423.0
53001950300,53033032319,,0.4939,,6515.0,211.0
53001950300,53033032703,,0.1789,,2123.0,105.0
53001950300,53037975100,,,,,132.0
53001950300,53037975200,,,,,105.0
53001950300,53037975402,,0.5685,,5052.0,264.0
53001950300,53061041701,,0.7393,,5902.0,105.0
53001950300,53061041806,,,,,105.0
53001950300,53061053400,,0.2421,,6089.0,105.0
53001950300,53063000400,,0.9051,,3853.0,211.0
53001950300,53063000500,,0.4635,,3522.0,158.0
53001950300,53063001100,,0.3121,,3444.0,105.0
53001950300,53063002400,,0.6395,,2977.0,105.0
53001950300,53063003500,,0.7696,,2671.0,105.0
53001950300,53063004700,,,,,185.0
53001950300,53063010401,,0.9048,,7675.0,317.0
53001950300,53063011702,,0.8807,,7531.0,105.0
53001950300,53063011800,,0.7361,,5677.0,105.0
53001950300,53063013100,,,,,211.0
53001950300,53063014002,,0.3723,,6296.0,105.0
53001950300,53063014500,,0.9568,,2001.0,132.0
53001950300,53071920000,,0.7731,,5852.0,105.0
53001950300,53077001400,,0.8981,,3714.0,211.0
53001950300,53077001502,,0.9678,,2715.0,105.0
53001950300,53077001702,,0.5849,,6103.0,105.0
53001950400,53001950300,0.9548,,3144.0,,459.0
53001950400,53005011700,0.9548,,3144.0,,114.0
53001950400,53015002002,0.9548,,3144.0,,114.0
53001950500,53001950300,0.9399,,5660.0,,360.0
53001950500,53033000401,0.9399,,5660.0,,110.0
53001950500,53033005302,0.9399,,5660.0,,110.0
53001950500,53067012310,0.9399,,5660.0,,110.0
53003960300,53063002500,0.7909,,3633.0,,141.0
53003960500,53037975200,0.7123,,3517.0,,106.0
53003960600,53033001200,0.4018,,3894.0,,88.0
53003960600,53033005200,0.4018,,3894.0,,88.0
53003960600,53033005302,0.4018,,3894.0,,176.0
53003960600,53033008001,0.4018,,3894.0,,88.0
53003960600,53071920300,0.4018,,3894.0,,88.0
53005010701,53005011700,0.3743,,2035.0,,329.0
53005010701,53037975100,0.3743,,2035.0,,219.0
53005010701,53063002500,0.3743,,2035.0,,109.0
53005010703,53005011700,0.6872,,3316.0,,62.0
53005010703,53033008100,0.6872,,3316.0,,62.0
53005010703,53037975100,0.6872,,3316.0,,62.0
53005010703,53037975200,0.6872,,3316.0,,62.0
53005010703,53063004000,0.6872,,3316.0,,62.0
53005010703,53063013000,0.6872,,3316.0,,62.0
53005010807,53005011700,0.5242,,1813.0,,160.0
53005010807,53005011800,0.5242,,1813.0,,80.0
53005010807,53007960500,0.5242,,1813.0,,100.0
53005010807,53033008100,0.5242,,1813.0,,80.0
53005011700,53001950100,,0.6654,,2606.0,84.0
53005011700,53005010701,,0.3743,,2035.0,84.0
53005011700,53005011700,,,,,19556.0
53005011700,53005011800,,,,,168.0
53005011700,53011040805,,,,,84.0
53005011700,53015002002,,,,,84.0
53005011700,53021020700,,0.6489,,1318.0,84.0
53005011700,53033004800,,0.0218,,5452.0,84.0
53005011700,53033032103,,0.4918,,5202.0,84.0
53005011700,53033032318,,0.0623,,7100.0,84.0
53005011700,53033032704,,0.6381,,7606.0,84.0
53005011700,53037975100,,,,,84.0
53005011700,53039950300,,,,,84.0
53005011700,53053063502,,0.753,,4875.0,84.0
53005011700,53061041811,,,,,84.0
53005011700,53061052903,,0.924,,4358.0,84.0
53005011700,53063003500,,0.7696,,2671.0,84.0
53005011700,53063004601,,0.7091,,3876.0,84.0
53005011700,53063014100,,0.2655,,6201.0,84.0
53005011700,53071920500,,0.9755,,2962.0,84.0
53005011700,53077000100,,0.9964,,3108.0,273.0
53005011700,53077000200,,0.9993,,5353.0,168.0
53005011700,53077000300,,,,,126.0
53005011700,53077000500,,0.9303,,4725.0,84.0
53005011700,53077000902,,0.8886,,4295.0,168.0
53005011700,53077001100,,0.6765,,6800.0,273.0
53005011700,53077001300,,0.9649,,2758.0,252.0
53005011700,53077001400,,0.8981,,3714.0,421.0
53005011700,53077003200,,0.6264,,6851.0,84.0
53005011700,53077940002,,0.9612,,4731.0,126.0
53005011800,53005010703,,0.6872,,3316.0,236.0
53005011800,53005010807,,0.5242,,1813.0,324.0
53005011800,53005011700,,,,,19454.0
53005011800,53005011800,,,,,708.0
53005011800,53005011900,,0.706,,5981.0,944.0
53005011800,53007960700,,0.4417,,3922.0,118.0
53005011800,53015001100,,0.7998,,5993.0,118.0
53005011800,53015001200,,0.4869,,4432.0,118.0
53005011800,53015002100,,0.7788,,4306.0,118.0
53005011800,53017950500,,0.8064,,3182.0,118.0
53005011800,53021020601,,,,,118.0
53005011800,53021020700,,0.6489,,1318.0,118.0
53005011800,53033001200,,,,,118.0
53005011800,53033008500,,0.6597,,4385.0,118.0
53005011800,53033009000,,0.9222,,3720.0,118.0
53005011800,53033022001,,0.6493,,5367.0,118.0
53005011800,53037975100,,,,,118.0
53005011800,53063014001,,0.6018,,5326.0,236.0
53005011800,53063014002,,0.3723,,6296.0,236.0
53005011800,53063014500,,0.9568,,2001.0,118.0
53005011800,53071920000,,0.7731,,5852.0,118.0
53005011800,53075000600,,,,,118.0
53005011800,53077000902,,0.8886,,4295.0,354.0
53005011800,53077001400,,0.8981,,3714.0,472.0
53005011800,53077001501,,,,,118.0
53005011800,53077001602,,0.4706,,8507.0,118.0
53005011800,53077003001,,,,,118.0
53005011800,53077940003,,0.8571,,3542.0,354.0
53005011800,53077940004,,,,,236.0
53005011900,53005011700,0.706,,5981.0,,1299.0
53005011900,53007960802,0.706,,5981.0,,199.0
53005011900,53007961000,0.706,,5981.0,,99.0
53005011900,53011040302,0.706,,5981.0,,99.0
53005011900,53021020601,0.706,,5981.0,,124.0
53005011900,53027000500,0.706,,5981.0,,99.0
53005011900,53077001501,0.706,,5981.0,,99.0
53007960100,53007960802,0.6173,,2137.0,,2862.0
53007960100,53007961000,0.6173,,2137.0,,602.0
53007960100,53007961100,0.6173,,2137.0,,516.0
53007960100,53007961302,0.6173,,2137.0,,172.0
53007960100,53015002002,0.6173,,2137.0,,86.0
53007960100,53017950100,0.6173,,2137.0,,86.0
53007960100,53037975100,0.6173,,2137.0,,258.0
53007960100,53045960200,0.6173,,2137.0,,86.0
53007960500,53007960500,,,,,4157.0
53007960500,53007960600,,0.903,,3824.0,8418.0
53007960500,53007960700,,0.4417,,3922.0,1032.0
53007960500,53007960801,,0.3339,,2845.0,413.0
53007960500,53007960802,,,,,11103.0
53007960500,53007961000,,,,,3021.0
53007960500,53007961100,,,,,1058.0
53007960500,53007961200,,0.75,,4558.0,103.0
53007960500,53007961301,,0.6458,,1353.0,103.0
53007960500,53007961302,,,,,413.0
53007960500,53017950100,,,,,103.0
53007960500,53017950400,,0.6818,,8050.0,103.0
53007960500,53017950500,,0.8064,,3182.0,1755.0
53007960500,53017950600,,0.5483,,4173.0,103.0
53007960500,53017950700,,0.9386,,4145.0,619.0
53007960500,53017950800,,0.8799,,5985.0,2427.0
53007960500,53025010100,,0.7514,,3817.0,206.0
53007960500,53033004301,,0.3518,,3870.0,309.0
53007960500,53033005200,,,,,103.0
53007960500,53033005302,,,,,309.0
53007960500,53033008100,,,,,103.0
53007960500,53033008200,,0.2914,,4509.0,309.0
53007960500,53033009900,,0.3875,,6078.0,103.0
53007960500,53033022500,,,,,206.0
53007960500,53033022604,,0.1308,,4941.0,206.0
53007960500,53033023700,,,,,129.0
53007960500,53033023804,,,,,206.0
53007960500,53033024300,,,,,103.0
53007960500,53033025005,,0.1739,,5346.0,103.0
53007960500,53033032103,,0.4918,,5202.0,103.0
53007960500,53033032210,,,,,103.0
53007960500,53033032602,,,,,103.0
53007960500,53033032703,,0.1789,,2123.0,103.0
53007960500,53033032800,,0.3718,,2744.0,103.0
53007960500,53037975100,,,,,619.0
53007960500,53049950600,,0.7099,,1315.0,309.0
53007960500,53053071408,,0.7184,,4165.0,103.0
53007960500,53053071410,,,,,103.0
53007960500,53053071705,,0.8709,,4365.0,103.0
53007960500,53057940300,,,,,103.0
53007960500,53057940800,,,,,103.0
53007960500,53057951800,,0.9389,,5216.0,103.0
53007960500,53057952100,,0.633,,3339.0,103.0
53007960500,53061050800,,0.2285,,6939.0,103.0
53007960500,53061051300,,,,,103.0
53007960500,53061052805,,0.7159,,4792.0,103.0
53007960500,53061052903,,0.924,,4358.0,103.0
53007960500,53061940001,,0.5429,,5951.0,103.0
53007960500,53063010401,,0.9048,,7675.0,206.0
53007960500,53063013700,,0.5428,,3128.0,206.0
53007960500,53071920701,,0.8153,,3630.0,103.0
53007960500,53071920802,,0.6351,,3286.0,103.0
53007960500,53075000500,,0.6376,,4033.0,103.0
53007960500,53077001100,,0.6765,,6800.0,103.0
53007960600,53007960500,0.903,,3824.0,,846.0
53007960600,53007960802,0.903,,3824.0,,8870.0
53007960600,53007961000,0.903,,3824.0,,2450.0
53007960600,53007961100,0.903,,3824.0,,1371.0
53007960600,53033005301,0.903,,3824.0,,116.0
53007960600,53033023700,0.903,,3824.0,,116.0
53007960600,53057940200,0.903,,3824.0,,116.0
53007960600,53061041806,0.903,,3824.0,,116.0
53007960600,53061051905,0.903,,3824.0,,116.0
53007960700,53007960500,0.4417,,3922.0,,168.0
53007960700,53007960802,0.4417,,3922.0,,11902.0
53007960700,53007961000,0.4417,,3922.0,,4107.0
53007960700,53007961100,0.4417,,3922.0,,1474.0
53007960700,53007961302,0.4417,,3922.0,,947.0
53007960700,53037975100,0.4417,,3922.0,,168.0
53007960801,53007960802,0.3339,,2845.0,,6889.0
53007960801,53007961000,0.3339,,2845.0,,4043.0
53007960801,53007961100,0.3339,,2845.0,,1347.0
53007960801,53007961302,0.3339,,2845.0,,1173.0
53007960801,53033023804,0.3339,,2845.0,,99.0
53007960801,53037975100,0.3339,,2845.0,,99.0
53007960802,53007960100,,0.6173,,2137.0,92.0
53007960802,53007960500,,,,,92.0
53007960802,53007960600,,0.903,,3824.0,464.0
53007960802,53007960700,,0.4417,,3922.0,1231.0
53007960802,53007960801,,0.3339,,2845.0,650.0
53007960802,53007960802,,,,,22354.0
53007960802,53007961000,,,,,4182.0
53007960802,53007961100,,,,,3090.0
53007960802,53007961200,,0.75,,4558.0,92.0
53007960802,53007961302,,,,,975.0
53007960802,53017950200,,0.5973,,2904.0,185.0
53007960802,53017950300,,0.6354,,7463.0,464.0
53007960802,53017950400,,0.6818,,8050.0,92.0
53007960802,53017950500,,0.8064,,3182.0,1859.0
53007960802,53017950600,,0.5483,,4173.0,278.0
53007960802,53017950700,,0.9386,,4145.0,929.0
53007960802,53017950800,,0.8799,,5985.0,3555.0
53007960802,53025010100,,0.7514,,3817.0,92.0
53007960802,53025010700,,0.8779,,3252.0,487.0
53007960802,53033000100,,,,,92.0
53007960802,53033002100,,0.2123,,4584.0,92.0
53007960802,53033008002,,0.4483,,3936.0,116.0
53007960802,53033008100,,,,,185.0
53007960802,53033008500,,0.6597,,4385.0,92.0
53007960802,53033009200,,0.892,,2762.0,92.0
53007960802,53033011300,,0.7179,,6585.0,92.0
53007960802,53033023804,,,,,116.0
53007960802,53033032103,,0.4918,,5202.0,185.0
53007960802,53037975100,,,,,185.0
53007960802,53037975401,,,,,92.0
53007960802,53037975402,,0.5685,,5052.0,185.0
53007960802,53037975600,,0.664,,3053.0,92.0
53007960802,53045960700,,0.8571,,2009.0,92.0
53007960802,53061041000,,0.525,,5238.0,92.0
53007960802,53061041805,,0.7406,,6261.0,92.0
53007960802,53061041808,,0.8413,,4364.0,92.0
53007960802,53061051702,,0.4891,,4355.0,92.0
53007960802,53061051802,,0.5314,,6561.0,92.0
53007960802,53063002400,,0.6395,,2977.0,92.0
53007960802,53063004000,,,,,92.0
53007960802,53063011702,,0.8807,,7531.0,185.0
53007960802,53063012000,,0.6623,,3974.0,92.0
53007960802,53063013000,,,,,92.0
53007960802,53071920500,,0.9755,,2962.0,92.0
53007960802,53071920600,,0.8522,,5593.0,116.0
53007960802,53077003001,,,,,92.0
53007961000,53007960100,,0.6173,,2137.0,90.0
53007961000,53007960500,,,,,202.0
53007961000,53007960600,,0.903,,3824.0,901.0
53007961000,53007960700,,0.4417,,3922.0,721.0
53007961000,53007960802,,,,,10074.0
53007961000,53007961000,,,,,6130.0
53007961000,53007961100,,,,,1442.0
53007961000,53007961301,,0.6458,,1353.0,180.0
53007961000,53007961302,,,,,1262.0
53007961000,53017950100,,,,,90.0
53007961000,53017950300,,0.6354,,7463.0,270.0
53007961000,53017950500,,0.8064,,3182.0,2389.0
53007961000,53017950600,,0.5483,,4173.0,90.0
53007961000,53017950700,,0.9386,,4145.0,180.0
53007961000,53017950800,,0.8799,,5985.0,2208.0
53007961000,53025010700,,0.8779,,3252.0,90.0
53007961000,53033004900,,,,,180.0
53007961000,53033005302,,,,,90.0
53007961000,53033006500,,0.1785,,4843.0,90.0
53007961000,53033006700,,,,,90.0
53007961000,53033008100,,,,,90.0
53007961000,53033008200,,0.2914,,4509.0,180.0
53007961000,53033010900,,0.3595,,1070.0,90.0
53007961000,53033011300,,0.7179,,6585.0,90.0
53007961000,53033021903,,0.5848,,6409.0,180.0
53007961000,53033022500,,,,,270.0
53007961000,53033023601,,0.3562,,4452.0,90.0
53007961000,53033024000,,,,,90.0
53007961000,53033024800,,0.4999,,5645.0,90.0
53007961000,53033032208,,,,,90.0
53007961000,53033032602,,,,,90.0
53007961000,53037975100,,,,,90.0
53007961000,53037975600,,0.664,,3053.0,270.0
53007961000,53047971000,,0.7023,,4127.0,90.0
53007961000,53053062500,,,,,90.0
53007961000,53053062600,,0.8928,,4077.0,90.0
53007961000,53053071803,,0.5774,,5821.0,90.0
53007961000,53053071901,,0.8435,,5344.0,90.0
53007961000,53053072107,,0.26,,4324.0,90.0
53007961000,53061040500,,0.4089,,2342.0,90.0
53007961000,53061040700,,0.8514,,4889.0,90.0
53007961000,53061041905,,0.8433,,6383.0,90.0
53007961000,53063002500,,,,,90.0
53007961000,53071920600,,0.8522,,5593.0,90.0
53007961000,53075000400,,0.5841,,4467.0,90.0
53007961100,53003960300,,0.7909,,3633.0,122.0
53007961100,53007960100,,0.6173,,2137.0,122.0
53007961100,53007960500,,,,,244.0
53007961100,53007960600,,0.903,,3824.0,1070.0
53007961100,53007960700,,0.4417,,3922.0,4066.0
53007961100,53007960801,,0.3339,,2845.0,122.0
53007961100,53007960802,,,,,21616.0
53007961100,53007961000,,,,,10120.0
53007961100,53007961100,,,,,11893.0
53007961100,53007961301,,0.6458,,1353.0,122.0
53007961100,53007961302,,,,,3424.0
53007961100,53017950100,,,,,244.0
53007961100,53017950300,,0.6354,,7463.0,642.0
53007961100,53017950500,,0.8064,,3182.0,7337.0
53007961100,53017950600,,0.5483,,4173.0,519.0
53007961100,53017950700,,0.9386,,4145.0,1345.0
53007961100,53017950800,,0.8799,,5985.0,6970.0
53007961100,53025010700,,0.8779,,3252.0,244.0
53007961100,53033001200,,,,,122.0
53007961100,53033008100,,,,,244.0
53007961100,53033008200,,0.2914,,4509.0,122.0
53007961100,53033023804,,,,,122.0
53007961100,53033024000,,,,,122.0
53007961100,53033024300,,,,,122.0
53007961100,53033032103,,0.4918,,5202.0,122.0
53007961100,53033032210,,,,,122.0
53007961100,53033032323,,0.3155,,6207.0,183.0
53007961100,53033032704,,0.6381,,7606.0,122.0
53007961100,53037975402,,0.5685,,5052.0,244.0
53007961100,53037975500,,0.3315,,6803.0,244.0
53007961100,53037975600,,0.664,,3053.0,122.0
53007961100,53061040100,,0.2753,,4913.0,122.0
53007961100,53063002400,,0.6395,,2977.0,183.0
53007961100,53063013202,,,,,122.0
53007961100,53077001400,,0.8981,,3714.0,244.0
53007961200,53007960500,0.75,,4558.0,,390.0
53007961200,53007960802,0.75,,4558.0,,7983.0
53007961200,53007961000,0.75,,4558.0,,5042.0
53007961200,53007961100,0.75,,4558.0,,3661.0
53007961200,53007961302,0.75,,4558.0,,750.0
53007961200,53037975100,0.75,,4558.0,,180.0
53007961301,53007960802,0.6458,,1353.0,,3599.0
53007961301,53007961000,0.6458,,1353.0,,1188.0
53007961301,53007961100,0.6458,,1353.0,,1056.0
53007961301,53007961302,0.6458,,1353.0,,726.0
53007961302,53007960100,,0.6173,,2137.0,229.0
53007961302,53007960500,,,,,153.0
53007961302,53007960600,,0.903,,3824.0,593.0
53007961302,53007960700,,0.4417,,3922.0,1742.0
53007961302,53007960801,,0.3339,,2845.0,785.0
53007961302,53007960802,,,,,21851.0
53007961302,53007961000,,,,,8388.0
53007961302,53007961100,,,,,3619.0
53007961302,53007961200,,0.75,,4558.0,153.0
53007961302,53007961301,,0.6458,,1353.0,383.0
53007961302,53007961302,,,,,4155.0
53007961302,53017950100,,,,,76.0
53007961302,53017950300,,0.6354,,7463.0,497.0
53007961302,53017950400,,0.6818,,8050.0,153.0
53007961302,53017950500,,0.8064,,3182.0,3006.0
53007961302,53017950600,,0.5483,,4173.0,593.0
53007961302,53017950700,,0.9386,,4145.0,459.0
53007961302,53017950800,,0.8799,,5985.0,3274.0
53007961302,53033000600,,,,,76.0
53007961302,53033002800,,0.0947,,5205.0,76.0
53007961302,53033004100,,,,,76.0
53007961302,53033023601,,0.3562,,4452.0,76.0
53007961302,53033024000,,,,,76.0
53007961302,53033032319,,0.4939,,6515.0,76.0
53007961302,53033032704,,0.6381,,7606.0,153.0
53007961302,53037975100,,,,,76.0
53007961302,53037975200,,,,,76.0
53007961302,53037975402,,0.5685,,5052.0,153.0
53007961302,53037975500,,0.3315,,6803.0,76.0
53007961302,53037975600,,0.664,,3053.0,383.0
53007961302,53053071410,,,,,76.0
53007961302,53053940002,,0.8313,,4393.0,153.0
53007961302,53057951800,,0.9389,,5216.0,76.0
53007961302,53057952700,,0.1387,,3754.0,76.0
53007961302,53061041805,,0.7406,,6261.0,76.0
53007961302,53061051300,,,,,76.0
53007961302,53061051400,,,,,114.0
53007961302,53061051802,,0.5314,,6561.0,76.0
53007961302,53063000400,,0.9051,,3853.0,76.0
53007961302,53063003100,,0.5748,,5004.0,76.0
53007961302,53063003500,,0.7696,,2671.0,76.0
53007961302,53063012200,,0.5145,,2303.0,76.0
53007961302,53063014500,,0.9568,,2001.0,76.0
53007961302,53067012221,,0.3475,,7408.0,76.0
53007961302,53075000100,,0.5891,,6214.0,153.0
53007961302,53075000500,,0.6376,,4033.0,172.0
53007961302,53077000200,,0.9993,,5353.0,76.0
53007961302,53077000300,,,,,76.0
53009000200,53009000200,,,,,857.0
53009000200,53009000300,,0.9264,,4637.0,857.0
53009000200,53009002000,,,,,274.0
53009000200,53009002100,,0.9236,,3664.0,137.0
53009000200,53035090202,,0.4121,,5160.0,137.0
53009000200,53073010301,,0.4646,,6797.0,137.0
53009000300,53009000200,0.9264,,4637.0,,132.0
53009000300,53009000400,0.9264,,4637.0,,531.0
53009000300,53009002000,0.9264,,4637.0,,1029.0
53009000300,53033003600,0.9264,,4637.0,,132.0
53009000300,53033004100,0.9264,,4637.0,,132.0
53009000300,53033007402,0.9264,,4637.0,,132.0
53009000300,53033032309,0.9264,,4637.0,,132.0
53009000300,53067012310,0.9264,,4637.0,,232.0
53009000300,53067012520,0.9264,,4637.0,,132.0
53009000400,53009000200,,,,,250.0
53009000400,53009000300,,0.9264,,4637.0,4221.0
53009000400,53009000400,,,,,250.0
53009000400,53009001700,,,,,187.0
53009000400,53009002000,,,,,625.0
53009000400,53027000400,,,,,125.0
53009000400,53031950300,,,,,125.0
53009000400,53031950601,,,,,125.0
53009000400,53045960200,,,,,125.0
53009001600,53009001700,0.3914,,3329.0,,2073.0
53009001600,53009001900,0.3914,,3329.0,,535.0
53009001600,53009002000,0.3914,,3329.0,,5819.0
53009001600,53011040302,0.3914,,3329.0,,267.0
53009001600,53031950601,0.3914,,3329.0,,133.0
53009001600,53033004200,0.3914,,3329.0,,133.0
53009001600,53033008100,0.3914,,3329.0,,133.0
53009001700,53009001600,,0.3914,,3329.0,132.0
53009001700,53009001700,,,,,3632.0
53009001700,53009001900,,,,,429.0
53009001700,53009002000,,,,,7563.0
53009001700,53009002100,,0.9236,,3664.0,8884.0
53009001700,53031950300,,,,,132.0
53009001700,53031950601,,,,,561.0
53009001700,53031950702,,0.677,,2368.0,132.0
53009001700,53033000600,,,,,132.0
53009001700,53033005302,,,,,132.0
53009001700,53033009300,,0.6199,,3095.0,132.0
53009001700,53033021000,,0.543,,5887.0,132.0
53009001700,53033025302,,0.9071,,4818.0,132.0
53009001700,53035090201,,0.1143,,5214.0,132.0
53009001700,53035090202,,0.4121,,5160.0,132.0
53009001700,53035090501,,0.6547,,4705.0,330.0
53009001700,53035090502,,0.5055,,4625.0,264.0
53009001700,53035092801,,0.3699,,4735.0,264.0
53009001700,53037975500,,0.3315,,6803.0,264.0
53009001700,53045960200,,,,,132.0
53009001700,53053062600,,0.8928,,4077.0,264.0
53009001700,53053940002,,0.8313,,4393.0,132.0
53009001700,53055960400,,0.6928,,3235.0,396.0
53009001700,53057940500,,0.873,,2663.0,132.0
53009001700,53061041000,,0.525,,5238.0,132.0
53009001700,53061041805,,0.7406,,6261.0,264.0
53009001700,53061041905,,0.8433,,6383.0,132.0
53009001700,53061051701,,0.8452,,6955.0,132.0
53009001700,53061051802,,0.5314,,6561.0,132.0
53009001700,53061051905,,,,,132.0
53009001700,53061940001,,0.5429,,5951.0,132.0
53009001700,53073940000,,,,,132.0
53009001800,53009001700,0.2762,,2700.0,,1957.0
53009001800,53009001900,0.2762,,2700.0,,279.0
53009001800,53009002000,0.2762,,2700.0,,3705.0
53009001800,53031950601,0.2762,,2700.0,,839.0
53009001900,53005011700,,,,,128.0
53009001900,53007960802,,,,,128.0
53009001900,53009001600,,0.3914,,3329.0,256.0
53009001900,53009001700,,,,,1953.0
53009001900,53009001900,,,,,1665.0
53009001900,53009002000,,,,,7589.0
53009001900,53009002100,,0.9236,,3664.0,11336.0
53009001900,53031950300,,,,,256.0
53009001900,53031950400,,0.3418,,4020.0,256.0
53009001900,53031950601,,,,,416.0
53009001900,53033005302,,,,,384.0
53009001900,53033008500,,0.6597,,4385.0,224.0
53009001900,53033010001,,0.8999,,4390.0,256.0
53009001900,53033010200,,0.2075,,5039.0,128.0
53009001900,53033011002,,0.7737,,4348.0,128.0
53009001900,53033011700,,0.7491,,5761.0,128.0
53009001900,53033025200,,,,,128.0
53009001900,53035090201,,0.1143,,5214.0,128.0
53009001900,53035090202,,0.4121,,5160.0,256.0
53009001900,53035090501,,0.6547,,4705.0,512.0
53009001900,53035090502,,0.5055,,4625.0,128.0
53009001900,53045961300,,0.5782,,3760.0,128.0
53009001900,53057951800,,0.9389,,5216.0,128.0
53009001900,53061041901,,0.897,,6311.0,128.0
53009001900,53063013700,,0.5428,,3128.0,128.0
53009002000,53009000300,,0.9264,,4637.0,183.0
53009002000,53009001600,,0.3914,,3329.0,183.0
53009002000,53009001700,,,,,1445.0
53009002000,53009001900,,,,,779.0
53009002000,53009002000,,,,,6652.0
53009002000,53009002100,,0.9236,,3664.0,9267.0
53009002000,53015002002,,,,,91.0
53009002000,53031950400,,0.3418,,4020.0,91.0
53009002000,53031950601,,,,,917.0
53009002000,53033005302,,,,,183.0
53009002000,53033008002,,0.4483,,3936.0,91.0
53009002000,53033008100,,,,,458.0
53009002000,53033008400,,,,,91.0
53009002000,53033008500,,0.6597,,4385.0,183.0
53009002000,53033009200,,0.892,,2762.0,91.0
53009002000,53033024702,,,,,91.0
53009002000,53033032704,,0.6381,,7606.0,91.0
53009002000,53035090201,,0.1143,,5214.0,367.0
53009002000,53053071807,,0.9097,,3383.0,91.0
53009002000,53053940002,,0.8313,,4393.0,91.0
53009002000,53057940800,,,,,183.0
53009002000,53057951800,,0.9389,,5216.0,91.0
53009002000,53061041000,,0.525,,5238.0,91.0
53009002000,53061051802,,0.5314,,6561.0,91.0
53009002000,53061051905,,,,,206.0
53009002000,53067011500,,0.7598,,6649.0,91.0
53009002100,53009001700,0.9236,,3664.0,,768.0
53009002100,53009001900,0.9236,,3664.0,,384.0
53009002100,53009002000,0.9236,,3664.0,,4499.0
53009002100,53031950300,0.9236,,3664.0,,137.0
53009002100,53031950601,0.9236,,3664.0,,109.0
53009002100,53033005301,0.9236,,3664.0,,109.0
53009002100,53033007100,0.9236,,3664.0,,329.0
53011040202,53011040302,0.2431,,3714.0,,467.0
53011040202,53011040805,0.2431,,3714.0,,177.0
53011040202,53015000704,0.2431,,3714.0,,88.0
53011040202,53015000800,0.2431,,3714.0,,88.0
53011040301,53011040302,0.2476,,2011.0,,877.0
53011040301,53011040508,0.2476,,2011.0,,49.0
53011040301,53011040805,0.2476,,2011.0,,49.0
53011040301,53027000200,0.2476,,2011.0,,98.0
53011040301,53033008100,0.2476,,2011.0,,98.0
53011040302,53011040202,,0.2431,,3714.0,51.0
53011040302,53011040301,,0.2476,,2011.0,1507.0
53011040302,53011040302,,,,,8156.0
53011040302,53011040403,,0.1209,,3900.0,721.0
53011040302,53011040409,,0.0504,,2346.0,115.0
53011040302,53011040411,,0.6762,,2490.0,3543.0
53011040302,53011040412,,0.3011,,5200.0,1159.0
53011040302,53011040507,,0.7194,,2194.0,103.0
53011040302,53011040508,,,,,103.0
53011040302,53011040509,,0.4546,,3804.0,51.0
53011040302,53011040803,,0.5632,,5139.0,309.0
53011040302,53011040805,,,,,373.0
53011040302,53011040808,,0.3204,,1674.0,1739.0
53011040302,53011040809,,0.515,,5972.0,322.0
53011040302,53011040810,,0.578,,3833.0,515.0
53011040302,53011040904,,0.6545,,6185.0,1468.0
53011040302,53011040905,,0.2544,,3650.0,335.0
53011040302,53011040907,,0.1102,,6504.0,309.0
53011040302,53011040908,,0.1583,,6893.0,103.0
53011040302,53011040909,,0.1437,,4903.0,953.0
53011040302,53011040910,,0.2985,,4721.0,4020.0
53011040302,53011041005,,0.7766,,2159.0,180.0
53011040302,53011041007,,0.5285,,3784.0,579.0
53011040302,53011041008,,0.1456,,4655.0,103.0
53011040302,53011041009,,0.722,,3769.0,3981.0
53011040302,53011041010,,0.7948,,3820.0,850.0
53011040302,53011041107,,0.3633,,2980.0,51.0
53011040302,53015000400,,0.7083,,4084.0,103.0
53011040302,53015000900,,,,,51.0
53011040302,53015001100,,0.7998,,5993.0,51.0
53011040302,53015001200,,0.4869,,4432.0,103.0
53011040302,53015001700,,0.2126,,5416.0,51.0
53011040302,53015002100,,0.7788,,4306.0,180.0
53011040302,53033005302,,,,,103.0
53011040302,53033007200,,,,,51.0
53011040302,53033007300,,,,,51.0
53011040302,53033021802,,0.4437,,6065.0,90.0
53011040302,53049950600,,0.7099,,1315.0,51.0
53011040302,53053072311,,0.7957,,5412.0,51.0
53011040302,53061040800,,0.5968,,2899.0,51.0
53011040302,53061052803,,0.3004,,6331.0,103.0
53011040403,53011040302,0.1209,,3900.0,,1317.0
53011040403,53011040805,0.1209,,3900.0,,977.0
53011040403,53015002002,0.1209,,3900.0,,79.0
53011040403,53027000200,0.1209,,3900.0,,79.0
53011040403,53033005302,0.1209,,3900.0,,79.0
53011040403,53057940200,0.1209,,3900.0,,79.0
53011040409,53011040302,0.0504,,2346.0,,142.0
53011040409,53011040805,0.0504,,2346.0,,443.0
53011040409,53033007500,0.0504,,2346.0,,71.0
53011040409,53039950300,0.0504,,2346.0,,71.0
53011040409,53067012222,0.0504,,2346.0,,71.0
