GEOID,residential_landuse,commercial_landuse,industrial_landuse,retail_landuse,natural_landuse,road_residential,road_primary,road_other,transport_point,transport_area,food_point,food_area,health_point,health_area,education_point,education_area,retail_point,retail_area
53005010100,2.592642738009527,0.7853657886063105,0.13231845801246506,6.237983336701996e-05,0.0,23.15366174651511,2.8158568088722964,26.538572918109786,39,0.19811463515607686,6,0.0011387503236701892,1,0.0,3,0.4811207830116538,3,0.0
53005010201,4.575656306906718,0.4070333824044838,4.424589306842974,0.00011422060455540418,0.0,49.04924241921197,23.043529442189506,48.384037030227525,13,0.24975852106160557,2,0.0002634978857984592,0,0.0,2,0.07481930894732346,18,0.0
53005010203,1.2488008512331812,1.9021947016915541,0.3595216552645024,0.047788001509964366,0.0,18.845468552028763,3.655071379321289,11.357957143487873,6,0.23932626298607165,2,0.0,0,0.0,1,0.06753247015054913,5,0.0
53005010204,0.5234975113094784,0.07818663086994775,0.0,0.010227553836776327,0.0,3.9815761773437273,1.6916019559093103,2.4910398264265994,10,0.0919186192721475,2,0.0,1,0.0,1,0.10343203036135651,19,0.0
53005010300,2.290320070395291,0.08180577206690372,0.0,0.06151279117653829,0.0,24.112362405605744,10.433589542968054,9.475145763956318,5,0.05627441973709192,1,0.00021030611005172078,0,0.0,3,0.09018189437081262,10,0.0
53005010400,1.1908348556430974,0.030843680027947493,0.0020214841500789467,0.004952011008172445,0.0,19.33220225784543,0.0,5.371475623001738,12,0.020497754286963175,0,0.0,0,0.0,2,0.06161805593075639,1,0.0
53005010500,0.7976420750964839,0.7975478733575961,0.0,0.09653450685319075,0.0,11.590354965398095,2.3382689860425883,13.033466009568437,47,0.4351759649641119,28,0.0029282362578499834,12,0.06469672398260402,6,0.21453886518089846,45,0.0
53005010600,1.1565570415885875,0.7763414551262761,0.0660394050982843,0.17918672171071748,0.0,17.165508686514475,1.6375601322052635,18.070159063124184,39,0.29694249048010085,21,0.007704285579031421,2,0.0,7,0.2364934060457635,35,0.0
53005010701,6.20027555906851,0.4256448156035196,0.0,0.03979992806805506,0.0,26.896814021816528,10.246103105906952,29.11123095278612,0,0.027249422782226404,0,0.0,0,0.0,1,0.12875301278103848,1,0.0
53005010703,6.641344826521671,0.17468466655337658,0.0644743923397598,0.0031528886991183617,0.0,35.07556336796943,2.92138871267941,19.681179831442975,13,0.013460905208259637,4,0.0005277560249372411,0,0.0,1,0.05817376505816257,5,0.0
53005010705,6.31539834175756,0.08039929435385154,0.0,0.05170622388605185,0.0,38.68526247324747,1.9217353228326126,11.447522518099241,17,0.03787974701135497,0,0.0,2,0.029698972488817418,3,0.05575246919221493,5,0.0
53005010707,2.388446726304496,0.14788811896812473,0.0,4.997035066068435e-06,0.0,24.21337848046001,2.402352068550686,6.023470037109515,0,0.020559547705776976,0,0.0,0,0.0,1,0.05931388906175972,0,0.0
53005010708,4.798120461638527,0.29724323664190505,0.0,0.12592906516516758,0.0,36.89452254092264,2.4073621066261044,8.352493214238196,9,0.0668142038224381,4,3.23068699248516e-05,1,0.0,1,0.15647810596384962,16,0.0
53005010807,1.2937441658020477,0.0236575519946305,0.0,0.028774096472099886,0.0,23.375463745994992,0.339125737547946,49.776636056554864,0,0.012972478434386906,1,0.0,0,0.0,0,0.0,2,0.0
53005010809,2.030485235566037,0.8150223628215644,0.0,0.44638541974961427,0.0,26.36639082521745,3.7283111484003233,10.080878792863944,18,0.32282648256689667,18,0.0027153210647074873,2,0.0,1,0.030674973464680944,99,0.0
53005010810,3.6864575641981587,0.2774510957251418,0.0,0.0,0.0,32.9052907345806,2.1021964991771687,9.275110135826099,8,0.05682565797215264,1,0.0,0,0.0,1,0.056312535744743736,22,0.0
53005010811,8.402101426933278,0.015530546849350062,0.0,0.01940207507949683,0.0,69.10537810165324,0.0,21.95174048385491,0,0.010421579505982834,0,0.0,0,0.0,0,0.0,2,0.0
53005010814,4.756075187167326,0.1991895535453552,0.0,0.0,0.0,71.67591364582493,0.5088117848825314,46.13725459666906,0,0.0008599802184421676,0,0.0,0,0.0,1,0.04770458967666056,0,0.0
53005010815,6.418487509954405,0.5948791137006794,0.0,0.06983059058734595,0.0,78.53031674107052,16.872942327349712,20.514390250317803,14,0.13879018731945894,9,0.0029092438917713943,2,0.13133147108246082,8,0.645454910612964,12,0.0
53005010816,3.5021187092352783,0.22793282021188516,0.0,0.0,0.0,32.25305746729268,2.974562559193998,9.261004571777647,13,0.05165016312117824,2,0.0,0,0.0,0,0.0,8,0.0
53005010817,3.911452741821755,0.06431659939747729,0.0,0.0,0.0,41.403554224702184,0.027043627682483196,5.859210286612338,3,0.09097930982776668,0,0.0,0,0.0,1,0.050825713464497435,1,0.0
53005010818,1.85944320195173,0.397436094507274,0.17197835232143577,0.5248561087569829,0.0,16.037774564441662,6.55520916304045,4.905567134736247,16,0.2521543064558613,11,0.0021580877643625164,3,0.0,1,0.055746697192927665,32,0.0
53005010819,2.3320300133882275,0.1482316817857357,0.0,0.0,0.0,26.186121519674423,4.308691540933399,5.194388436554908,10,0.07244316328713812,6,0.00111851699497918,1,0.0,1,0.06122597126832223,13,0.0
53005010820,1.271269136380072,0.7083311825419483,0.0,0.008998113781344502,0.0,16.32033147679374,2.755753216817442,12.165239856443028,17,0.2352727858752784,5,0.002152730652076234,1,0.019246678648758443,0,0.0,12,0.0
53005010901,1.6102281856452896,1.1970108959913066,0.5719856324848963,0.4741416904890903,0.0,20.71070082245448,3.08505557960657,27.80530526506476,57,0.43162772495511326,18,0.0067101939064072285,5,0.002278803907520481,3,0.22522309189913997,45,0.0
53005010902,1.9703283356121788,0.5079563665101318,0.011941272363994532,0.007355578870904922,0.0,20.283264671487498,2.6562275747901545,6.139559592470336,33,0.09923791608620548,5,0.0,0,0.0,3,0.07669590686140434,26,0.0
53005011001,1.6166669603679313,0.24073996869922976,0.0,0.03140201386261594,0.0,19.894319608005354,2.246160344304136,13.768879158145149,27,0.044565416023903674,5,0.00126306267885017,1,0.0,1,0.06183873473540758,17,0.0
53005011002,1.7484533648791474,0.11377335996440649,0.0,0.41501094732218335,0.0,16.246138850032292,2.904049346364706,10.366615543200597,33,0.1396970562838704,13,0.002921524326898072,0,0.0,1,0.08291034415600242,45,0.0
53005011100,3.3562178781559697,0.18210333194352937,0.16920679507782657,0.10736778256116565,0.0,35.59436134909555,2.6893490162180553,17.719340460047437,51,0.0825646449356414,11,0.0035319814297553242,0,0.0,3,0.052793474645690584,24,0.0
53005011201,0.9048607604806216,0.04556507831903021,0.0,0.07935373312514643,0.0,11.136825948595055,0.0,6.254820946682202,19,0.028359623362154977,4,0.0007881878472310186,0,0.0,2,0.12450525824163804,14,0.0
53005011202,0.4601475612926387,0.04415832274861484,0.0,0.03602129887220915,0.0,3.9311050557375555,0.0,4.042074616187886,7,0.05855259013177237,1,0.0001167891019054515,2,0.05439020573127615,4,0.15452633707462904,1,0.0
53005011300,1.548961113632398,0.693485137332072,0.45281282251994487,0.6658328111450962,0.0,31.412547442384582,5.856248704255457,17.066856393665457,37,0.09081709491992139,2,0.0008367273003336398,2,0.0018752667320029578,1,0.056742056168695425,24,0.0
53005011401,1.8541174997274759,0.03805878788571861,0.0,0.0,0.0,20.56317727203759,0.0,5.979705852421949,22,0.0009751624593003412,1,8.535043948417293e-05,0,0.0,1,0.11033993495705256,6,0.0
53005011402,6.001613528297149,0.03924969469200081,0.0,0.0,0.0,38.95333310816712,0.0,12.928466189294033,16,0.01820403575721991,0,0.0,0,0.0,3,0.18154952650745695,0,0.0
53005011501,21.544745546810873,0.46097548114930875,1.569963327918885,0.007866622832897917,0.0,70.79035292925249,6.316084742251078,51.458138546145264,0,0.01745668019497642,1,0.0,0,0.0,3,0.21116267254079704,0,0.0
53005011504,4.230733233911658,0.0,0.0,0.0,0.0,20.769703851013713,0.0,8.610266198870942,5,0.0,0,0.0,0,0.0,1,0.0007178940357600822,0,0.0
53005011505,1.9271654666485096,0.2207203130162049,0.15879369714550207,0.1850863876431481,0.0,30.405955084241644,4.072714299886577,5.813047226200063,15,0.05870292234711065,7,0.0005364208255747927,2,0.000655685125705624,1,0.04979613458353551,18,0.0
53005011506,4.207132762304941,0.021470182053190155,0.5044561913439066,0.01419707518284717,0.0,63.744993956183876,0.0,33.47698182076811,14,0.02296931564986395,1,0.0,1,0.0009618518742668647,2,0.1983638352489862,0,0.0
53005011600,0.3583415188097785,0.020908779046722708,0.20726990018262265,0.0,0.0,120.1587238708872,45.98401603617758,330.95760223047785,0,0.012242557391346495,2,0.0,0,0.0,3,0.022990432970334554,0,0.0
53005011701,2.4445520431137235,0.722312507338246,0.5264669997949294,0.0,0.0,27.13898925490839,2.8874119369262154,26.49658044933355,7,0.03902385662772989,7,0.0008264097332648053,0,0.0,0,0.0,20,0.0
53005011702,2.1876081901702915,0.1680300391301843,0.3457035666011393,0.0,0.0,40.318625014714186,7.971619476287586,22.197938154036525,6,0.050216919739798936,2,0.0,3,0.030028029210097437,5,0.3844842651669056,9,0.0
53005011801,3.518856638215718,0.022742600493735037,0.5317937063766082,0.0,0.0,93.09832777249092,4.660144675960795,202.44216471585105,0,0.009913413559929607,0,0.0,0,0.0,1,0.04434540640559616,9,0.0
53005011802,4.573700427086019,0.045514039368668095,0.2751629126496056,0.0,0.0,125.23649625746074,7.533007260597346,183.50349666692887,0,0.009548454659642307,0,0.0,1,0.0001372959705401909,0,0.0,2,0.0
53005011900,2.7328638591552985,0.1599623872513427,0.11460341439781602,0.0,0.0,105.84857339580199,3.0651291359559774,110.18989364170207,16,0.03726391963621907,2,0.0006285589685034131,2,0.0,4,0.107153588569489,7,0.0
53005012000,0.0,0.23627250283377801,38.02279696511015,0.0,0.0,3.588716252952523,49.220250675536036,461.6531236535635,0,0.1568061435370764,0,0.0,0,0.0,0,0.0,0,0.0
53011040101,0.585395859083999,0.0,0.0,0.014041579285343655,0.0,95.0894997211438,0.0,96.46884606732627,0,0.030161262782475485,8,0.0007196465814145382,0,0.0,2,0.05478619242270984,5,0.0
53011040102,0.3462721489865972,0.0,0.0,0.0,0.0,71.12137814157792,1.1634877494608096,41.04952402121255,0,0.008724409580959953,2,0.0004262282157477467,0,0.0,1,0.05605335622584779,1,0.0
53011040201,1.8314033545171227,0.0,0.008162695296221895,0.042563770765031345,0.0,114.74407141573333,0.0,51.026350068712766,0,0.03455518448941628,5,0.0011091669262530447,0,0.0,3,0.11132974658758836,11,0.0
53011040202,0.0,0.0,0.0,0.0,0.0,84.2772124704891,0.2923441014243391,61.200542248071756,0,0.0029958976203438223,0,0.0,0,0.0,0,0.0,2,0.0
53011040203,0.34353351115346314,0.08025152072171471,0.0,0.00901332961839046,0.0,105.74141557301446,7.925777150607442,47.56189700374742,0,0.05671894929363595,0,0.0,0,0.0,3,0.1314711593607391,4,0.0
53011040301,0.29475010244102956,0.0,0.12399344143255897,0.4902618413123116,0.0,44.01904613482239,0.0,34.45639706467891,0,0.1576210656644287,9,0.004063998559850425,0,0.0,0,0.0,10,0.0
53011040303,2.4003285244795425,0.06118199859887352,1.1484209838301909,0.17645628519537446,0.0,50.740463188380936,0.45635365986837406,36.68507914923424,0,0.057507341575747065,11,0.0011548069367761718,2,0.011622290481212253,1,0.14361031983727368,17,0.0
53011040304,1.6202291115484664,0.0,0.0,0.0,0.0,32.025890952327345,0.0,14.449023619514856,0,0.017678563691927007,0,0.0,0,0.0,1,0.08703438024755335,0,0.0
53011040305,1.1403230226585397,0.0,0.01201180654015124,0.045566478756476486,0.0,17.75104694307194,0.0,9.545111791664445,0,0.01501089372818382,5,0.0006801318032254733,0,0.0,1,0.05205368176623968,12,0.0
53011040403,0.42945742954638066,0.0,0.048035732638328305,0.006911730149879278,0.0,72.64861057900471,9.576768864129047,34.63339183875153,0,0.022858186835451946,3,6.898401974435156e-05,0,0.0,0,0.0,4,0.0
53011040407,1.7581467909575066,0.26198728400249444,0.33921338948139673,0.1170880211167749,0.0,22.586428705578655,1.6196073690148274,17.113833467311835,0,0.055327319571916785,25,0.002917919650512668,2,0.0002847223683767892,2,0.08888543728437627,47,0.0
53011040408,1.2055234097555294,0.010612363264544207,0.0037940535723959556,0.008410267344054928,0.0,50.8689232367928,2.866203905153988,23.424282410583523,0,0.012553885677936973,0,0.0,1,0.0,2,0.07674000764903927,4,0.0
53011040409,0.6921032051567925,0.0,0.06767469191537911,0.0,0.0,18.454129571460648,0.0,14.79958742045941,0,0.07377076490546239,0,0.0,0,0.0,3,1.4918260393416112,1,0.0
53011040411,0.8582128384370823,0.05863863545158157,0.0,0.08640260986379017,0.0,6.452454405499909,0.0,6.615933693479057,0,0.11978074685702852,5,0.0005667529219240716,10,0.10715059221452755,3,0.0074354393474530545,18,0.0
53011040412,2.480663549093599,0.049412935671485136,0.004234420227830848,0.06387939300370042,0.0,26.45638004414032,0.0,10.129768050639012,0,0.054473625437269815,3,4.449876792683817e-05,3,0.00420182038594448,1,0.0,13,0.0
53011040413,0.42756855178689235,0.01962135016470889,0.03933317503651084,0.15231054388962056,0.0,14.624445079778047,5.861884955249886,6.166025122632577,0,0.0515018833273651,5,0.0009331658590352268,2,0.014892783824446986,1,0.02573647322649321,18,0.0
53011040414,1.7685042013723606,0.009788337767942594,0.03676783507362253,0.20754848850547614,0.0,42.68779062631627,6.707019192041316,17.47575410082245,0,0.0577206780307727,8,0.0,3,0.0,1,0.0735833638981554,30,0.0
53011040415,2.565816088315781,0.08469999254606453,0.0,0.05348713183020323,0.0,26.565956889148037,0.8946949287117907,8.3794022277784,0,0.060553907159170035,5,0.0005295219897855496,4,0.0026075198840073473,5,0.4086543113878685,18,0.0
53011040416,5.714075482893565,0.0,0.0,0.0,0.0,45.307771859542726,0.1099853392412593,21.635830752045603,0,0.02823506147139921,1,0.0,0,0.0,0,0.0,0,0.0
53011040504,0.0,0.0,0.0011537220808031854,0.0,0.0,99.03826657643928,0.0,82.23755975644102,0,0.011336410963388102,0,0.0,0,0.0,0,0.0,1,0.0
53011040505,0.0,0.004631938659709661,0.0,0.0,0.0,84.77763147481006,0.0,47.77138412326734,0,0.018173096896814105,1,0.0,0,0.0,6,0.24275788975709614,3,0.0
53011040507,0.5728156137572123,0.0,0.18371868906299343,0.0,0.0,14.186939329881598,8.833089453300262,20.225292813139617,0,0.9138616788482714,0,0.0,0,0.0,1,0.12857975387149306,3,0.0
53011040509,1.334821939353544,0.029466604569950417,0.0,0.07456242437062076,0.0,19.237085453351195,1.5446871206810937,5.178321532142287,0,0.017486235782325173,12,0.001876152147321121,0,0.0,2,0.022983516520570374,19,0.0
53011040510,2.1494482711103733,0.0126398974717292,0.0,0.0,0.0,91.65314634328355,0.0,44.78822789946487,0,0.002547632863513315,0,0.0,0,0.0,2,0.010117467362082454,1,0.0
53011040511,0.036587910811667936,0.0,0.0,0.0,0.0,67.00109060970647,0.0,43.99238777790883,0,0.00372092190151501,0,0.0,0,0.0,0,0.0,0,0.0
53011040512,1.0342244144495927,0.0,0.0,0.0,0.0,13.206173321836784,0.0,3.6025774103343644,0,0.0030834376592330176,0,0.0,0,0.0,1,0.02649820344710736,0,0.0
53011040513,2.843923397753516,0.0021360014010905685,0.0261997690301442,0.04582716694877228,0.0,25.457384669721225,0.0,7.1098484529127415,0,0.030445283785762105,4,0.0,2,0.0,3,0.1428321909335973,6,0.0
53011040603,1.4574482307839942,0.0,0.0,0.0,0.0,94.80669335777758,0.0,44.78363093785415,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
53011040604,4.668255225691218,0.006539658904222038,0.017164713458048247,0.03214835334820711,0.0,62.91736469440401,4.27827397770153,24.153535464095086,0,0.047708384128008985,3,0.0004039008004781998,1,0.0,3,0.1869596427633686,4,0.0
53011040605,4.476426091982989,0.03665885978541343,0.0,0.002828987851704391,0.0,46.86197445567035,0.0,33.24600414608678,0,0.07711642627510162,1,0.0,0,0.0,5,0.5314043579952236,3,0.0
53011040608,3.1750969170558063,0.14069126222740125,0.24712564836600018,0.09352621216852224,0.0,31.521360378399468,1.245506949529426,23.018870519377323,0,0.16691094370927467,9,0.0002129039095480229,3,0.0,5,0.47580545388271905,16,0.0
53011040609,2.1563196036148415,0.0,0.0,0.0,0.0,24.714077680477057,0.0,7.011103812926679,0,0.00887996640569626,0,0.0,0,0.0,1,0.04695293246651782,0,0.0
53011040610,1.82269604948919,0.0,0.0,0.0,0.0,21.255651975162095,0.0,6.3719279488831955,0,0.007763369562611269,0,0.0,0,0.0,0,0.0,0,0.0
53011040703,2.6829690815814926,0.06915844291987763,0.4302499574358155,0.18157492744284173,0.0,32.0090217200435,6.574571206792598,11.33177549346285,0,0.0540390401267746,7,0.0002585488487015525,1,0.0014631258780807702,3,0.17645673532714345,34,0.0
53011040706,1.1416476473842276,0.07653438825466216,0.0,0.15472362038745494,0.0,12.484069302831077,3.389756209138601,4.141611792205162,0,0.05822549741100624,6,1.716074501873518e-05,0,0.0,1,0.04239796982362529,32,0.0
53011040707,1.2579733415356966,0.0,0.0,0.03573440368965032,0.0,14.851766018342557,2.657796183568741,4.918322370313204,0,0.020070714338684608,1,0.0,0,0.0,2,0.18390707182794416,5,0.0
53011040709,2.5949297351488503,0.01265172426061882,0.21011831179086304,0.07886420187291228,0.0,37.56694307875889,5.246294309234673,12.628059072728977,0,0.06942161753564441,3,0.0003696988471595954,0,0.0,5,0.6296146451153187,11,0.0
53011040711,0.9064443174497919,0.4308149199042103,0.1006899536122117,0.06362478940606743,0.0,11.352822036364895,2.609601301422372,4.295760303791521,0,0.015586951805543049,4,0.0,0,0.0,0,0.0,8,0.0
53011040712,2.5920966059394814,0.0,0.0,0.0,0.0,29.262390294373393,2.9367116178457597,6.83743952078031,0,0.0023474883188990894,0,0.0,0,0.0,1,0.044707130206008035,0,0.0
53011040713,1.5702792607346576,0.0,0.007080250718255682,0.0,0.0,29.612709826790134,0.0,6.537378598433921,0,0.01448736941558131,0,0.0,0,0.0,0,0.0,0,0.0
53011040714,0.6540950618593986,0.04582911485400914,0.0,0.0025630650236050825,0.0,11.162308187459818,1.6152789850751899,3.109538870896262,0,0.0,0,0.0,0,0.0,0,0.0,6,0.0
53011040715,0.5194367592113727,0.0,0.0,0.009235091780393953,0.0,26.570923331549544,0.8716151247223537,20.035472944228403,0,0.05061815252824743,2,0.0017175890564559947,0,0.0,1,0.16704407308738237,0,0.0
53011040803,2.30058365729212,0.020577018689569897,0.021115075249153722,0.037478345311933385,0.0,27.54071312929847,0.0,9.040782662064494,0,0.01850422283646579,3,0.001185373468624353,1,0.0,3,0.12377761177187917,18,0.0
